"country","item","element","Unit","Date","Value"
"Uganda","Oilseeds, Nes","Production Quantity","tonnes","1/1/2005 12:00:00 AM",37389
"Uganda","Oilseeds, Nes","Production Quantity","tonnes","1/1/2006 12:00:00 AM",39015
"Uganda","Oilseeds, Nes","Production Quantity","tonnes","1/1/2007 12:00:00 AM",39232
"Uganda","Oilseeds, Nes","Production Quantity","tonnes","1/1/2008 12:00:00 AM",41183
"Uganda","Oilseeds, Nes","Production Quantity","tonnes","1/1/2009 12:00:00 AM",45169
"Uganda","Oilseeds, Nes","Production Quantity","tonnes","1/1/2010 12:00:00 AM",43874
"Uganda","Oilseeds, Nes","Production Quantity","tonnes","1/1/2011 12:00:00 AM",43722
"Uganda","Oilseeds, Nes","Production Quantity","tonnes","1/1/2012 12:00:00 AM",45000
"Uganda","Oilseeds, Nes","Production Quantity","tonnes","1/1/2013 12:00:00 AM",45000
"Uganda","Onions, dry","Area Harvested","Ha","1/1/2003 12:00:00 AM",50938
"Uganda","Onions, dry","Area Harvested","Ha","1/1/2004 12:00:00 AM",53669
"Uganda","Onions, dry","Area Harvested","Ha","1/1/2005 12:00:00 AM",49742
"Uganda","Onions, dry","Area Harvested","Ha","1/1/2006 12:00:00 AM",63714
"Uganda","Onions, dry","Area Harvested","Ha","1/1/2007 12:00:00 AM",65675
"Uganda","Onions, dry","Area Harvested","Ha","1/1/2008 12:00:00 AM",65000
"Uganda","Onions, dry","Area Harvested","Ha","1/1/2009 12:00:00 AM",60756
"Uganda","Onions, dry","Area Harvested","Ha","1/1/2010 12:00:00 AM",60000
"Uganda","Onions, dry","Area Harvested","Ha","1/1/2011 12:00:00 AM",61000
"Uganda","Onions, dry","Area Harvested","Ha","1/1/2012 12:00:00 AM",62000
"Uganda","Onions, dry","Area Harvested","Ha","1/1/2013 12:00:00 AM",66521
"Uganda","Onions, dry","Yield","Hg/Ha","1/1/2003 12:00:00 AM",39349.21
"Uganda","Onions, dry","Yield","Hg/Ha","1/1/2004 12:00:00 AM",39336.49
"Uganda","Onions, dry","Yield","Hg/Ha","1/1/2005 12:00:00 AM",35047.24
"Uganda","Onions, dry","Yield","Hg/Ha","1/1/2006 12:00:00 AM",31727.09
"Uganda","Onions, dry","Yield","Hg/Ha","1/1/2007 12:00:00 AM",32254.43
"Uganda","Onions, dry","Yield","Hg/Ha","1/1/2008 12:00:00 AM",32651.08
"Uganda","Onions, dry","Yield","Hg/Ha","1/1/2009 12:00:00 AM",28520.48
"Uganda","Onions, dry","Yield","Hg/Ha","1/1/2010 12:00:00 AM",32500
"Uganda","Onions, dry","Yield","Hg/Ha","1/1/2011 12:00:00 AM",29508.2
"Uganda","Onions, dry","Yield","Hg/Ha","1/1/2012 12:00:00 AM",30645.16
"Uganda","Onions, dry","Yield","Hg/Ha","1/1/2013 12:00:00 AM",30149.28
"Uganda","Onions, dry","Production Quantity","tonnes","1/1/2003 12:00:00 AM",200437
"Uganda","Onions, dry","Production Quantity","tonnes","1/1/2004 12:00:00 AM",211115
"Uganda","Onions, dry","Production Quantity","tonnes","1/1/2005 12:00:00 AM",174332
"Uganda","Onions, dry","Production Quantity","tonnes","1/1/2006 12:00:00 AM",202146
"Uganda","Onions, dry","Production Quantity","tonnes","1/1/2007 12:00:00 AM",211831
"Uganda","Onions, dry","Production Quantity","tonnes","1/1/2008 12:00:00 AM",212232
"Uganda","Onions, dry","Production Quantity","tonnes","1/1/2009 12:00:00 AM",173279
"Uganda","Onions, dry","Production Quantity","tonnes","1/1/2010 12:00:00 AM",195000
"Uganda","Onions, dry","Production Quantity","tonnes","1/1/2011 12:00:00 AM",180000
"Uganda","Onions, dry","Production Quantity","tonnes","1/1/2012 12:00:00 AM",190000
"Uganda","Onions, dry","Production Quantity","tonnes","1/1/2013 12:00:00 AM",200556
"Uganda","Peas, dry","Area Harvested","Ha","1/1/2003 12:00:00 AM",27000
"Uganda","Peas, dry","Area Harvested","Ha","1/1/2004 12:00:00 AM",25000
"Uganda","Peas, dry","Area Harvested","Ha","1/1/2005 12:00:00 AM",25000
"Uganda","Peas, dry","Area Harvested","Ha","1/1/2006 12:00:00 AM",26000
"Uganda","Peas, dry","Area Harvested","Ha","1/1/2007 12:00:00 AM",26000
"Uganda","Peas, dry","Area Harvested","Ha","1/1/2008 12:00:00 AM",26000
"Uganda","Peas, dry","Area Harvested","Ha","1/1/2009 12:00:00 AM",27000
"Uganda","Peas, dry","Area Harvested","Ha","1/1/2010 12:00:00 AM",28000
"Uganda","Peas, dry","Area Harvested","Ha","1/1/2011 12:00:00 AM",28000
"Uganda","Peas, dry","Area Harvested","Ha","1/1/2012 12:00:00 AM",29000
"Uganda","Peas, dry","Area Harvested","Ha","1/1/2013 12:00:00 AM",30000
"Uganda","Peas, dry","Yield","Hg/Ha","1/1/2003 12:00:00 AM",5185.19
"Uganda","Peas, dry","Yield","Hg/Ha","1/1/2004 12:00:00 AM",6000
"Uganda","Peas, dry","Yield","Hg/Ha","1/1/2005 12:00:00 AM",6000
"Uganda","Peas, dry","Yield","Hg/Ha","1/1/2006 12:00:00 AM",6153.85
"Uganda","Peas, dry","Yield","Hg/Ha","1/1/2007 12:00:00 AM",6153.85
"Uganda","Peas, dry","Yield","Hg/Ha","1/1/2008 12:00:00 AM",6153.85
"Uganda","Peas, dry","Yield","Hg/Ha","1/1/2009 12:00:00 AM",6296.3
"Uganda","Peas, dry","Yield","Hg/Ha","1/1/2010 12:00:00 AM",6067.86
"Uganda","Peas, dry","Yield","Hg/Ha","1/1/2011 12:00:00 AM",6189.29
"Uganda","Peas, dry","Yield","Hg/Ha","1/1/2012 12:00:00 AM",4137.93
"Uganda","Peas, dry","Yield","Hg/Ha","1/1/2013 12:00:00 AM",5666.67
"Uganda","Peas, dry","Production Quantity","tonnes","1/1/2003 12:00:00 AM",14000
"Uganda","Peas, dry","Production Quantity","tonnes","1/1/2004 12:00:00 AM",15000
"Uganda","Peas, dry","Production Quantity","tonnes","1/1/2005 12:00:00 AM",15000
"Uganda","Peas, dry","Production Quantity","tonnes","1/1/2006 12:00:00 AM",16000
"Uganda","Peas, dry","Production Quantity","tonnes","1/1/2007 12:00:00 AM",16000
"Uganda","Peas, dry","Production Quantity","tonnes","1/1/2008 12:00:00 AM",16000
"Uganda","Peas, dry","Production Quantity","tonnes","1/1/2009 12:00:00 AM",17000
"Uganda","Peas, dry","Production Quantity","tonnes","1/1/2010 12:00:00 AM",16990
"Uganda","Peas, dry","Production Quantity","tonnes","1/1/2011 12:00:00 AM",17330
"Uganda","Peas, dry","Production Quantity","tonnes","1/1/2012 12:00:00 AM",12000
"Uganda","Peas, dry","Production Quantity","tonnes","1/1/2013 12:00:00 AM",17000
"Uganda","Peas, dry","Seed","tonnes","1/1/2003 12:00:00 AM",1000
"Uganda","Peas, dry","Seed","tonnes","1/1/2004 12:00:00 AM",1000
"Uganda","Peas, dry","Seed","tonnes","1/1/2005 12:00:00 AM",1040
"Uganda","Peas, dry","Seed","tonnes","1/1/2006 12:00:00 AM",1040
"Uganda","Peas, dry","Seed","tonnes","1/1/2007 12:00:00 AM",1040
"Uganda","Peas, dry","Seed","tonnes","1/1/2008 12:00:00 AM",1080
"Uganda","Peas, dry","Seed","tonnes","1/1/2009 12:00:00 AM",1120
"Uganda","Peas, dry","Seed","tonnes","1/1/2010 12:00:00 AM",1120
"Uganda","Peas, dry","Seed","tonnes","1/1/2011 12:00:00 AM",1160
"Uganda","Peas, dry","Seed","tonnes","1/1/2012 12:00:00 AM",1200
"Uganda","Peas, dry","Seed","tonnes","1/1/2013 12:00:00 AM",1200
"Uganda","Pepper (Piper spp.)","Area Harvested","Ha","1/1/2003 12:00:00 AM",2879
"Uganda","Pepper (Piper spp.)","Area Harvested","Ha","1/1/2004 12:00:00 AM",2897
"Uganda","Pepper (Piper spp.)","Area Harvested","Ha","1/1/2005 12:00:00 AM",3603
"Uganda","Pepper (Piper spp.)","Area Harvested","Ha","1/1/2006 12:00:00 AM",3739
"Uganda","Pepper (Piper spp.)","Area Harvested","Ha","1/1/2007 12:00:00 AM",2900
"Uganda","Pepper (Piper spp.)","Area Harvested","Ha","1/1/2008 12:00:00 AM",2900
"Uganda","Pepper (Piper spp.)","Area Harvested","Ha","1/1/2009 12:00:00 AM",2527
"Uganda","Pepper (Piper spp.)","Area Harvested","Ha","1/1/2010 12:00:00 AM",2081
"Uganda","Pepper (Piper spp.)","Area Harvested","Ha","1/1/2011 12:00:00 AM",1567
"Uganda","Pepper (Piper spp.)","Area Harvested","Ha","1/1/2012 12:00:00 AM",1500
"Uganda","Pepper (Piper spp.)","Area Harvested","Ha","1/1/2013 12:00:00 AM",2074
"Uganda","Pepper (Piper spp.)","Yield","Hg/Ha","1/1/2003 12:00:00 AM",7429.66
"Uganda","Pepper (Piper spp.)","Yield","Hg/Ha","1/1/2004 12:00:00 AM",8191.23
"Uganda","Pepper (Piper spp.)","Yield","Hg/Ha","1/1/2005 12:00:00 AM",4895.92
"Uganda","Pepper (Piper spp.)","Yield","Hg/Ha","1/1/2006 12:00:00 AM",4993.31
"Uganda","Pepper (Piper spp.)","Yield","Hg/Ha","1/1/2007 12:00:00 AM",8631.03
"Uganda","Pepper (Piper spp.)","Yield","Hg/Ha","1/1/2008 12:00:00 AM",7075.86
"Uganda","Pepper (Piper spp.)","Yield","Hg/Ha","1/1/2009 12:00:00 AM",7851.21
"Uganda","Pepper (Piper spp.)","Yield","Hg/Ha","1/1/2010 12:00:00 AM",9548.29
"Uganda","Pepper (Piper spp.)","Yield","Hg/Ha","1/1/2011 12:00:00 AM",10344.61
"Uganda","Pepper (Piper spp.)","Yield","Hg/Ha","1/1/2012 12:00:00 AM",11666.67
"Uganda","Pepper (Piper spp.)","Yield","Hg/Ha","1/1/2013 12:00:00 AM",10062.68
"Uganda","Pepper (Piper spp.)","Production Quantity","tonnes","1/1/2003 12:00:00 AM",2139
"Uganda","Pepper (Piper spp.)","Production Quantity","tonnes","1/1/2004 12:00:00 AM",2373
"Uganda","Pepper (Piper spp.)","Production Quantity","tonnes","1/1/2005 12:00:00 AM",1764
"Uganda","Pepper (Piper spp.)","Production Quantity","tonnes","1/1/2006 12:00:00 AM",1867
"Uganda","Pepper (Piper spp.)","Production Quantity","tonnes","1/1/2007 12:00:00 AM",2503
"Uganda","Pepper (Piper spp.)","Production Quantity","tonnes","1/1/2008 12:00:00 AM",2052
"Uganda","Pepper (Piper spp.)","Production Quantity","tonnes","1/1/2009 12:00:00 AM",1984
"Uganda","Pepper (Piper spp.)","Production Quantity","tonnes","1/1/2010 12:00:00 AM",1987
"Uganda","Pepper (Piper spp.)","Production Quantity","tonnes","1/1/2011 12:00:00 AM",1621
"Uganda","Pepper (Piper spp.)","Production Quantity","tonnes","1/1/2012 12:00:00 AM",1750
"Uganda","Pepper (Piper spp.)","Production Quantity","tonnes","1/1/2013 12:00:00 AM",2087
"Uganda","Pigeon peas","Area Harvested","Ha","1/1/2003 12:00:00 AM",84000
"Uganda","Pigeon peas","Area Harvested","Ha","1/1/2004 12:00:00 AM",84000
"Uganda","Pigeon peas","Area Harvested","Ha","1/1/2005 12:00:00 AM",85000
"Uganda","Pigeon peas","Area Harvested","Ha","1/1/2006 12:00:00 AM",86000
"Uganda","Pigeon peas","Area Harvested","Ha","1/1/2007 12:00:00 AM",87000
"Uganda","Pigeon peas","Area Harvested","Ha","1/1/2008 12:00:00 AM",88000
"Uganda","Pigeon peas","Area Harvested","Ha","1/1/2009 12:00:00 AM",90000
"Uganda","Pigeon peas","Area Harvested","Ha","1/1/2010 12:00:00 AM",98200
"Uganda","Pigeon peas","Area Harvested","Ha","1/1/2011 12:00:00 AM",101540
"Uganda","Pigeon peas","Area Harvested","Ha","1/1/2012 12:00:00 AM",101000
"Uganda","Pigeon peas","Area Harvested","Ha","1/1/2013 12:00:00 AM",105000
"Uganda","Pigeon peas","Yield","Hg/Ha","1/1/2003 12:00:00 AM",10000
"Uganda","Pigeon peas","Yield","Hg/Ha","1/1/2004 12:00:00 AM",10000
"Uganda","Pigeon peas","Yield","Hg/Ha","1/1/2005 12:00:00 AM",10000
"Uganda","Pigeon peas","Yield","Hg/Ha","1/1/2006 12:00:00 AM",10000
"Uganda","Pigeon peas","Yield","Hg/Ha","1/1/2007 12:00:00 AM",10000
"Uganda","Pigeon peas","Yield","Hg/Ha","1/1/2008 12:00:00 AM",10227.27
"Uganda","Pigeon peas","Yield","Hg/Ha","1/1/2009 12:00:00 AM",10111.11
"Uganda","Pigeon peas","Yield","Hg/Ha","1/1/2010 12:00:00 AM",9416.5
"Uganda","Pigeon peas","Yield","Hg/Ha","1/1/2011 12:00:00 AM",9222.47
"Uganda","Pigeon peas","Yield","Hg/Ha","1/1/2012 12:00:00 AM",8336.63
"Uganda","Pigeon peas","Yield","Hg/Ha","1/1/2013 12:00:00 AM",8945.71
"Uganda","Pigeon peas","Production Quantity","tonnes","1/1/2003 12:00:00 AM",84000
"Uganda","Pigeon peas","Production Quantity","tonnes","1/1/2004 12:00:00 AM",84000
"Uganda","Pigeon peas","Production Quantity","tonnes","1/1/2005 12:00:00 AM",85000
"Uganda","Pigeon peas","Production Quantity","tonnes","1/1/2006 12:00:00 AM",86000
"Uganda","Pigeon peas","Production Quantity","tonnes","1/1/2007 12:00:00 AM",87000
"Uganda","Pigeon peas","Production Quantity","tonnes","1/1/2008 12:00:00 AM",90000
"Uganda","Pigeon peas","Production Quantity","tonnes","1/1/2009 12:00:00 AM",91000
"Uganda","Pigeon peas","Production Quantity","tonnes","1/1/2010 12:00:00 AM",92470
"Uganda","Pigeon peas","Production Quantity","tonnes","1/1/2011 12:00:00 AM",93645
"Uganda","Pigeon peas","Production Quantity","tonnes","1/1/2012 12:00:00 AM",84200
"Uganda","Pigeon peas","Production Quantity","tonnes","1/1/2013 12:00:00 AM",93930
"Uganda","Pigeon peas","Seed","tonnes","1/1/2003 12:00:00 AM",3360
"Uganda","Pigeon peas","Seed","tonnes","1/1/2004 12:00:00 AM",3400
"Uganda","Pigeon peas","Seed","tonnes","1/1/2005 12:00:00 AM",3440
"Uganda","Pigeon peas","Seed","tonnes","1/1/2006 12:00:00 AM",3480
"Uganda","Pigeon peas","Seed","tonnes","1/1/2007 12:00:00 AM",3520
"Uganda","Pigeon peas","Seed","tonnes","1/1/2008 12:00:00 AM",3600
"Uganda","Pigeon peas","Seed","tonnes","1/1/2009 12:00:00 AM",3928
"Uganda","Pigeon peas","Seed","tonnes","1/1/2010 12:00:00 AM",4061.6
"Uganda","Pigeon peas","Seed","tonnes","1/1/2011 12:00:00 AM",4040
"Uganda","Pigeon peas","Seed","tonnes","1/1/2012 12:00:00 AM",4200
"Uganda","Pigeon peas","Seed","tonnes","1/1/2013 12:00:00 AM",4200
"Uganda","Pineapples","Area Harvested","Ha","1/1/2003 12:00:00 AM",202
"Uganda","Pineapples","Area Harvested","Ha","1/1/2004 12:00:00 AM",203
"Uganda","Pineapples","Area Harvested","Ha","1/1/2005 12:00:00 AM",204
"Uganda","Pineapples","Area Harvested","Ha","1/1/2006 12:00:00 AM",190
"Uganda","Pineapples","Area Harvested","Ha","1/1/2007 12:00:00 AM",350
"Uganda","Pineapples","Area Harvested","Ha","1/1/2008 12:00:00 AM",340
"Uganda","Pineapples","Area Harvested","Ha","1/1/2009 12:00:00 AM",340
"Uganda","Pineapples","Area Harvested","Ha","1/1/2010 12:00:00 AM",350
"Uganda","Pineapples","Area Harvested","Ha","1/1/2011 12:00:00 AM",350
"Uganda","Pineapples","Area Harvested","Ha","1/1/2012 12:00:00 AM",350
"Uganda","Pineapples","Area Harvested","Ha","1/1/2013 12:00:00 AM",386
"Uganda","Pineapples","Yield","Hg/Ha","1/1/2003 12:00:00 AM",84009.9
"Uganda","Pineapples","Yield","Hg/Ha","1/1/2004 12:00:00 AM",83497.54
"Uganda","Pineapples","Yield","Hg/Ha","1/1/2005 12:00:00 AM",83333.33
"Uganda","Pineapples","Yield","Hg/Ha","1/1/2006 12:00:00 AM",84210.53
"Uganda","Pineapples","Yield","Hg/Ha","1/1/2007 12:00:00 AM",85714.29
"Uganda","Pineapples","Yield","Hg/Ha","1/1/2008 12:00:00 AM",85294.12
"Uganda","Pineapples","Yield","Hg/Ha","1/1/2009 12:00:00 AM",73529.41
"Uganda","Pineapples","Yield","Hg/Ha","1/1/2010 12:00:00 AM",80000
"Uganda","Pineapples","Yield","Hg/Ha","1/1/2011 12:00:00 AM",85714.29
"Uganda","Pineapples","Yield","Hg/Ha","1/1/2012 12:00:00 AM",88571.43
"Uganda","Pineapples","Yield","Hg/Ha","1/1/2013 12:00:00 AM",84585.49
"Uganda","Pineapples","Production Quantity","tonnes","1/1/2003 12:00:00 AM",1697
"Uganda","Pineapples","Production Quantity","tonnes","1/1/2004 12:00:00 AM",1695
"Uganda","Pineapples","Production Quantity","tonnes","1/1/2005 12:00:00 AM",1700
"Uganda","Pineapples","Production Quantity","tonnes","1/1/2006 12:00:00 AM",1600
"Uganda","Pineapples","Production Quantity","tonnes","1/1/2007 12:00:00 AM",3000
"Uganda","Pineapples","Production Quantity","tonnes","1/1/2008 12:00:00 AM",2900
"Uganda","Pineapples","Production Quantity","tonnes","1/1/2009 12:00:00 AM",2500
"Uganda","Pineapples","Production Quantity","tonnes","1/1/2010 12:00:00 AM",2800
"Uganda","Pineapples","Production Quantity","tonnes","1/1/2011 12:00:00 AM",3000
"Uganda","Pineapples","Production Quantity","tonnes","1/1/2012 12:00:00 AM",3100
"Uganda","Pineapples","Production Quantity","tonnes","1/1/2013 12:00:00 AM",3265
"Uganda","Plantains","Area Harvested","Ha","1/1/2003 12:00:00 AM",1661000
"Uganda","Plantains","Area Harvested","Ha","1/1/2004 12:00:00 AM",1670000
"Uganda","Plantains","Area Harvested","Ha","1/1/2005 12:00:00 AM",1675000
"Uganda","Plantains","Area Harvested","Ha","1/1/2006 12:00:00 AM",1677000
"Uganda","Plantains","Area Harvested","Ha","1/1/2007 12:00:00 AM",1678000
"Uganda","Plantains","Area Harvested","Ha","1/1/2008 12:00:00 AM",1680000
"Uganda","Plantains","Area Harvested","Ha","1/1/2009 12:00:00 AM",1682000
"Uganda","Plantains","Area Harvested","Ha","1/1/2010 12:00:00 AM",1700000
"Uganda","Plantains","Area Harvested","Ha","1/1/2011 12:00:00 AM",1715000
"Uganda","Plantains","Area Harvested","Ha","1/1/2012 12:00:00 AM",1700000
"Uganda","Plantains","Area Harvested","Ha","1/1/2013 12:00:00 AM",1649347
"Uganda","Plantains","Yield","Hg/Ha","1/1/2003 12:00:00 AM",58398.56
"Uganda","Plantains","Yield","Hg/Ha","1/1/2004 12:00:00 AM",58000
"Uganda","Plantains","Yield","Hg/Ha","1/1/2005 12:00:00 AM",54000
"Uganda","Plantains","Yield","Hg/Ha","1/1/2006 12:00:00 AM",53989.27
"Uganda","Plantains","Yield","Hg/Ha","1/1/2007 12:00:00 AM",55011.92
"Uganda","Plantains","Yield","Hg/Ha","1/1/2008 12:00:00 AM",55779.76
"Uganda","Plantains","Yield","Hg/Ha","1/1/2009 12:00:00 AM",56551.72
"Uganda","Plantains","Yield","Hg/Ha","1/1/2010 12:00:00 AM",56176.47
"Uganda","Plantains","Yield","Hg/Ha","1/1/2011 12:00:00 AM",55976.68
"Uganda","Plantains","Yield","Hg/Ha","1/1/2012 12:00:00 AM",54117.65
"Uganda","Plantains","Yield","Hg/Ha","1/1/2013 12:00:00 AM",54120.25
"Uganda","Plantains","Production Quantity","tonnes","1/1/2003 12:00:00 AM",9700000
"Uganda","Plantains","Production Quantity","tonnes","1/1/2004 12:00:00 AM",9686000
"Uganda","Plantains","Production Quantity","tonnes","1/1/2005 12:00:00 AM",9045000
"Uganda","Plantains","Production Quantity","tonnes","1/1/2006 12:00:00 AM",9054000
"Uganda","Plantains","Production Quantity","tonnes","1/1/2007 12:00:00 AM",9231000
"Uganda","Plantains","Production Quantity","tonnes","1/1/2008 12:00:00 AM",9371000
"Uganda","Plantains","Production Quantity","tonnes","1/1/2009 12:00:00 AM",9512000
"Uganda","Plantains","Production Quantity","tonnes","1/1/2010 12:00:00 AM",9550000
"Uganda","Plantains","Production Quantity","tonnes","1/1/2011 12:00:00 AM",9600000
"Uganda","Plantains","Production Quantity","tonnes","1/1/2012 12:00:00 AM",9200000
"Uganda","Plantains","Production Quantity","tonnes","1/1/2013 12:00:00 AM",8926308
"Uganda","Potatoes","Area Harvested","Ha","1/1/2003 12:00:00 AM",80000
"Uganda","Potatoes","Area Harvested","Ha","1/1/2004 12:00:00 AM",83000
"Uganda","Potatoes","Area Harvested","Ha","1/1/2005 12:00:00 AM",86000
"Uganda","Potatoes","Area Harvested","Ha","1/1/2006 12:00:00 AM",90000
"Uganda","Potatoes","Area Harvested","Ha","1/1/2007 12:00:00 AM",93000
"Uganda","Potatoes","Area Harvested","Ha","1/1/2008 12:00:00 AM",97000
"Uganda","Potatoes","Area Harvested","Ha","1/1/2009 12:00:00 AM",101000
"Uganda","Potatoes","Area Harvested","Ha","1/1/2010 12:00:00 AM",103000
"Uganda","Potatoes","Area Harvested","Ha","1/1/2011 12:00:00 AM",110800
"Uganda","Potatoes","Area Harvested","Ha","1/1/2012 12:00:00 AM",112000
"Uganda","Potatoes","Area Harvested","Ha","1/1/2013 12:00:00 AM",106000
"Uganda","Potatoes","Yield","Hg/Ha","1/1/2003 12:00:00 AM",69625
"Uganda","Potatoes","Yield","Hg/Ha","1/1/2004 12:00:00 AM",69036.14
"Uganda","Potatoes","Yield","Hg/Ha","1/1/2005 12:00:00 AM",68023.26
"Uganda","Potatoes","Yield","Hg/Ha","1/1/2006 12:00:00 AM",69777.78
"Uganda","Potatoes","Yield","Hg/Ha","1/1/2007 12:00:00 AM",69892.47
"Uganda","Potatoes","Yield","Hg/Ha","1/1/2008 12:00:00 AM",69072.16
"Uganda","Potatoes","Yield","Hg/Ha","1/1/2009 12:00:00 AM",68217.82
"Uganda","Potatoes","Yield","Hg/Ha","1/1/2010 12:00:00 AM",69058.25
"Uganda","Potatoes","Yield","Hg/Ha","1/1/2011 12:00:00 AM",69043.32
"Uganda","Potatoes","Yield","Hg/Ha","1/1/2012 12:00:00 AM",70267.86
"Uganda","Potatoes","Yield","Hg/Ha","1/1/2013 12:00:00 AM",73075.47
"Uganda","Potatoes","Production Quantity","tonnes","1/1/2003 12:00:00 AM",557000
"Uganda","Potatoes","Production Quantity","tonnes","1/1/2004 12:00:00 AM",573000
"Uganda","Potatoes","Production Quantity","tonnes","1/1/2005 12:00:00 AM",585000
"Uganda","Potatoes","Production Quantity","tonnes","1/1/2006 12:00:00 AM",628000
"Uganda","Potatoes","Production Quantity","tonnes","1/1/2007 12:00:00 AM",650000
"Uganda","Potatoes","Production Quantity","tonnes","1/1/2008 12:00:00 AM",670000
"Uganda","Potatoes","Production Quantity","tonnes","1/1/2009 12:00:00 AM",689000
"Uganda","Potatoes","Production Quantity","tonnes","1/1/2010 12:00:00 AM",711300
"Uganda","Potatoes","Production Quantity","tonnes","1/1/2011 12:00:00 AM",765000
"Uganda","Potatoes","Production Quantity","tonnes","1/1/2012 12:00:00 AM",787000
"Uganda","Potatoes","Production Quantity","tonnes","1/1/2013 12:00:00 AM",774600
"Uganda","Potatoes","Seed","tonnes","1/1/2003 12:00:00 AM",66400
"Uganda","Potatoes","Seed","tonnes","1/1/2004 12:00:00 AM",68800
"Uganda","Potatoes","Seed","tonnes","1/1/2005 12:00:00 AM",72000
"Uganda","Potatoes","Seed","tonnes","1/1/2006 12:00:00 AM",74400
"Uganda","Potatoes","Seed","tonnes","1/1/2007 12:00:00 AM",77600
"Uganda","Potatoes","Seed","tonnes","1/1/2008 12:00:00 AM",80800
"Uganda","Potatoes","Seed","tonnes","1/1/2009 12:00:00 AM",82400
"Uganda","Potatoes","Seed","tonnes","1/1/2010 12:00:00 AM",88640
"Uganda","Potatoes","Seed","tonnes","1/1/2011 12:00:00 AM",89600
"Uganda","Potatoes","Seed","tonnes","1/1/2012 12:00:00 AM",84800
"Uganda","Potatoes","Seed","tonnes","1/1/2013 12:00:00 AM",84800
"Uganda","Pulses,Total + (Total)","Area Harvested","Ha","1/1/2003 12:00:00 AM",964937
"Uganda","Pulses,Total + (Total)","Area Harvested","Ha","1/1/2004 12:00:00 AM",998176
"Uganda","Pulses,Total + (Total)","Area Harvested","Ha","1/1/2005 12:00:00 AM",1016306
"Uganda","Pulses,Total + (Total)","Area Harvested","Ha","1/1/2006 12:00:00 AM",1039473
"Uganda","Pulses,Total + (Total)","Area Harvested","Ha","1/1/2007 12:00:00 AM",1062640
"Uganda","Pulses,Total + (Total)","Area Harvested","Ha","1/1/2008 12:00:00 AM",1091850
"Uganda","Pulses,Total + (Total)","Area Harvested","Ha","1/1/2009 12:00:00 AM",1127103
"Uganda","Pulses,Total + (Total)","Area Harvested","Ha","1/1/2010 12:00:00 AM",1152400
"Uganda","Pulses,Total + (Total)","Area Harvested","Ha","1/1/2011 12:00:00 AM",1189915
"Uganda","Pulses,Total + (Total)","Area Harvested","Ha","1/1/2012 12:00:00 AM",1266900
"Uganda","Pulses,Total + (Total)","Area Harvested","Ha","1/1/2013 12:00:00 AM",1318000
"Uganda","Pulses,Total + (Total)","Yield","Hg/Ha","1/1/2003 12:00:00 AM",7191.28
"Uganda","Pulses,Total + (Total)","Yield","Hg/Ha","1/1/2004 12:00:00 AM",6281.46
"Uganda","Pulses,Total + (Total)","Yield","Hg/Ha","1/1/2005 12:00:00 AM",6415.88
"Uganda","Pulses,Total + (Total)","Yield","Hg/Ha","1/1/2006 12:00:00 AM",5782.74
"Uganda","Pulses,Total + (Total)","Yield","Hg/Ha","1/1/2007 12:00:00 AM",5770.53
"Uganda","Pulses,Total + (Total)","Yield","Hg/Ha","1/1/2008 12:00:00 AM",5763.61
"Uganda","Pulses,Total + (Total)","Yield","Hg/Ha","1/1/2009 12:00:00 AM",5752.8
"Uganda","Pulses,Total + (Total)","Yield","Hg/Ha","1/1/2010 12:00:00 AM",5778.9
"Uganda","Pulses,Total + (Total)","Yield","Hg/Ha","1/1/2011 12:00:00 AM",5483.96
"Uganda","Pulses,Total + (Total)","Yield","Hg/Ha","1/1/2012 12:00:00 AM",4720.42
"Uganda","Pulses,Total + (Total)","Yield","Hg/Ha","1/1/2013 12:00:00 AM",5092.03
"Uganda","Pulses,Total + (Total)","Production Quantity","tonnes","1/1/2003 12:00:00 AM",693913
"Uganda","Pulses,Total + (Total)","Production Quantity","tonnes","1/1/2004 12:00:00 AM",627000
"Uganda","Pulses,Total + (Total)","Production Quantity","tonnes","1/1/2005 12:00:00 AM",652050
"Uganda","Pulses,Total + (Total)","Production Quantity","tonnes","1/1/2006 12:00:00 AM",601100
"Uganda","Pulses,Total + (Total)","Production Quantity","tonnes","1/1/2007 12:00:00 AM",613200
"Uganda","Pulses,Total + (Total)","Production Quantity","tonnes","1/1/2008 12:00:00 AM",629300
"Uganda","Pulses,Total + (Total)","Production Quantity","tonnes","1/1/2009 12:00:00 AM",648400
"Uganda","Pulses,Total + (Total)","Production Quantity","tonnes","1/1/2010 12:00:00 AM",665960
"Uganda","Pulses,Total + (Total)","Production Quantity","tonnes","1/1/2011 12:00:00 AM",652545
"Uganda","Pulses,Total + (Total)","Production Quantity","tonnes","1/1/2012 12:00:00 AM",598030
"Uganda","Pulses,Total + (Total)","Production Quantity","tonnes","1/1/2013 12:00:00 AM",671130
"Uganda","Pulses,Total + (Total)","Seed","tonnes","1/1/2003 12:00:00 AM",49447.04
"Uganda","Pulses,Total + (Total)","Seed","tonnes","1/1/2004 12:00:00 AM",50352.24
"Uganda","Pulses,Total + (Total)","Seed","tonnes","1/1/2005 12:00:00 AM",51488.92
"Uganda","Pulses,Total + (Total)","Seed","tonnes","1/1/2006 12:00:00 AM",52645.6
